Country Code,Country Name,Year of data,United Nations Region,World Bank Income Status,Food Vehicle,Mandatory Fortification,Mandatory Fortification Source English,Mandatory Fortification Comment,Fortification Year,Fortification Year Source English,Fortification Year Comment,Effective Year,Effective Year Source English,Effective Year Comment,Voluntary Fortification,Voluntary Fortification Year,Voluntary Fortification Source English,Voluntary Fortification Comment,Legislation scope types,Comment on legislation scope types,Legislation scope origins - Domestically Produced,Legislation scope origins - Imports,Legislation scope origins - Exports,Comment on legislation scope origins,Legislation scope uses - Household,Legislation scope uses - Processed food,Legislation scope uses - Animal feed,Legislation scope uses - Donated food,Comment on legislation scope uses,Source of legislation scope data in original language,Source of legislation scope data in English,External monitoring protocol,Source of external monitoring protocol data in original language,Source of external monitoring protocol data in English,Comment on external monitoring protocol data,Import monitoring protocol,Source of import monitoring protocol data in original language,Source of import monitoring protocol data in English,Comment on import monitoring protocol data
1,Armenia,2004,Asia,Upper middle income,Salt,YES,"Government of the Republic of Armenia. Government decree No 1863-N of 21.12.2006 ""On amendment of the RA Government decree No 353 of 12 February 2004"". Armenia. 21/December/2006",Came into force on 1 July 2007,2004,Government of Armenia. Decree # 353-N. Republic of Armenia. 12/February/2004. [http://bit.ly/2wmy0id],,2004,,,NO,0,,,Subset,all salts produced or imported to Republic of Armenia for human consumption should be iodized; (with the exception for cases where iodine is prohibited according to the processing technology).,Domestically produced,Imports,,2. To establish that:  a) all salts produced or imported to Republic of Armenia for human consumption should be iodized as per following levels: 50±10 mg of iodine in 1 kg.,Household,Processed food,Animal feed,,all salts produced or imported to Republic of Armenia for human consumption should be iodized,Government of Armenia. Decree # 353-N. Republic of Armenia. 12/February/2004. [http://bit.ly/2wmy0id],Government of Armenia. Decree # 353-N. Republic of Armenia. 12/February/2004. [http://bit.ly/2wmy0id],Unknown,"Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]","Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]",Country is salt producing. Hence we assume having an external monitoring protocol is applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
1,Armenia,0,Asia,Upper middle income,Wheat flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
22,Aruba,2020,Americas,High income,Maize flour,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
22,Aruba,,Americas,High income,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
22,Aruba,2018,Americas,High income,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
22,Aruba,,Americas,High income,Salt,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
22,Aruba,2020,Americas,High income,Wheat flour,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
10,Australia,0,Oceania,High income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
10,Australia,0,Oceania,High income,Oil,NO,,,0,,,0,,,YES,2017,"No Author. Australia New Zealand Food Standards Code - Schedule 17 - Vitamins and Minerals, Authorised Version F2017C00328. Australia. 13/April/2017.",,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
10,Australia,0,Oceania,High income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
10,Australia,2009,Oceania,High income,Salt,YES,"Food Standards Australia New Zealand. Australia New Zealand Food Standards Code - Standard 2.10.2 - Salt and Salt Products. Australia, Commonwealth of. 1/March/2016 [https://goo.gl/pv1He2];  Food Standards Australia New Zealand. Australia New Zealand Food Standards Code - Standard 2.1.1 - Cereal and cereal products. Commonwealth of Australia. 1/March/2016 [https://goo.gl/PFCZ5R]",Australia has mandated the use of iodized salt in bread; hence salt iodization legislation is in the form of cereal and cereal products standards. Iodization of other salt is voluntary. Replaces Food Standards Australia New Zealand. Standard 2.1.1: Cereals and Cereal Products. 01/December/2009. [https://goo.gl/PFCZ5R]; Original requirement established in 2009,2009,Food Standards Australia New Zealand. Australia New Zealand Food Standards Code - Standard 2.1.1 - Cereal and cereal products. Commonwealth of Australia.  01/December/2009. [https://goo.gl/PFCZ5R],2009 standard for cereal products was updated in 2015; effective 2016. [https://goo.gl/PFCZ5R],2009,,,NO,0,,,Subset,Only salt used in bread making is mandatory.,Domestically produced,Imports,,As origins were not specified it was assumed the scope of the law applies to all domestically produced and imported product and excludes exports,,Processed food,,,Purpose: .....mandatory replacement of non-iodised salt with iodised salt in bread in Australia and New Zealand.,"Food Standards Australia New Zealand. Australia New Zealand Food Standards Code - Standard 2.10.2 - Salt and Salt Products. Australia, Commonwealth of. 1/March/2016 [https://goo.gl/pv1He2];  Food Standards Australia New Zealand. Australia New Zealand Food Standards Code - Standard 2.1.1 - Cereal and cereal products. Commonwealth of Australia. 1/March/2016 [https://goo.gl/PFCZ5R]","Food Standards Australia New Zealand. Australia New Zealand Food Standards Code - Standard 2.10.2 - Salt and Salt Products. Australia, Commonwealth of. 1/March/2016 [https://goo.gl/pv1He2];  Food Standards Australia New Zealand. Australia New Zealand Food Standards Code - Standard 2.1.1 - Cereal and cereal products. Commonwealth of Australia. 1/March/2016 [https://goo.gl/PFCZ5R]",Unknown,"Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]","Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]",Country is salt producing. Hence we assume having an external monitoring protocol is applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
10,Australia,2009,Oceania,High income,Wheat flour,YES,"No Author. Federal Register of Legislative Instruments F2014C01190, Standard 2.1.1 Cereals and Cereal Products. Australia. 30/October/2014. [https://www.legislation.gov.au]",,2009,"No Author. Federal Register of Legislative Instruments F2014C01190, Standard 2.1.1 Cereals and Cereal Products. Australia. 30/October/2014. [https://www.legislation.gov.au]",,2014,,,NO,0,,,Subset,"""For the purposes of this clause wheat flour includes wholemeal wheat flour for bread making. Subclause 4(2) does not apply to wheat flour for making bread, which is represented as organic."" Page 2",Domestically produced,Imports,,Not stipulated; it was assumed that domestically produced and imported flour must be fortified and exported flour does not need to be fortified.,Household,Processed food,,,"""The definition of bread for the purposes of the mandatory addition of folic acid, thiamin and iodised salt to bread or wheat flour for making bread, does not include - (a) pizza bases;(b) breadcrumbs;(c) pastries;(d) cakes, including but not limited to brioche, panettone and stollen;(e) biscuits; or(f) crackers."" Page 1 ----- ""For the purposes of this clause wheat flour includes wholemeal wheat flour for bread making."" Page 2","No Author. Federal Register of Legislative Instruments F2014C01190, Standard 2.1.1 Cereals and Cereal Products. Australia. 30/October/2014. [https://www.legislation.gov.au]","No Author. Federal Register of Legislative Instruments F2014C01190, Standard 2.1.1 Cereals and Cereal Products. Australia. 30/October/2014. [https://www.legislation.gov.au]",Yes,"Implementation Sub Committee, Co-ordinated Food Survey Plan.  National mandatory folic acid fortification of wheat flour for making bread compliance survey: of flour mills producing wheat flour for making bread in October 2010 - March 2011.  Australia.  April/2012.  ","Implementation Sub Committee, Co-ordinated Food Survey Plan.  National mandatory folic acid fortification of wheat flour for making bread compliance survey: of flour mills producing wheat flour for making bread in October 2010 - March 2011.  Australia.  April/2012.  ",External monitoring principles on pages 15-16.,Unknown,,,
11,Austria,0,Europe,High income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
11,Austria,0,Europe,High income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
11,Austria,0,Europe,High income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
11,Austria,1963,Europe,High income,Salt,YES,National Council. Federal Law of 22 July 1999. Federal Act amending the Federal Law on Marketing of Table Salt. Republic of Austria. 22/July/1999.,"§ 1. For the purposes of the present Federal Law,  ""table salt"" means sodium chloride intended for human consumption. § 4. (b) Only iodized table salt may be used in the professional baking of bread and confectionary; Original legislation by the National Council is the Federal Law of 17 April 1963 on Trade in Table Salt published in the Official Journal of the Republic of Austria. This legislation was updated in 1990 and 1999",1963,National Council. Federal Law of 17 April 1963 on Trade in Table Salt. Official Journal of the Republic of Austria. Republic of Austria. 30/May/1963. [http://bit.ly/2uq7eVK],,1963,,,NO,0,,,Subset,"(1) Anyone who produces table salt or imports table salt may only place it on the market, except in paragraph (3) above, if: 1. the total iodine content is at least 15 and not more than 20 milligrams per kilogram in the form of iodide or iodate....",Domestically produced,Imports,,"(1) Anyone who produces table salt or imports table salt may only place it on the market, except in paragraph (3) above, if: 1. the total iodine content is at least 15 and not more than 20 milligrams per kilogram in the form of iodide or iodate....",Household,Processed food,,,"(1) Anyone who produces table salt or imports table salt may only place it on the market, except in paragraph (3) above, if: 1. the total iodine content is at least 15 and not more than 20 milligrams per kilogram in the form of iodide or iodate....",National Council. Federal Law of 22 July 1999. Federal Act amending the Federal Law on Marketing of Table Salt. Republic of Austria. 22/July/1999.,National Council. Federal Law of 22 July 1999. Federal Act amending the Federal Law on Marketing of Table Salt. Republic of Austria. 22/July/1999.,Unknown,"Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]","Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]",Country is salt producing. Hence we assume having an external monitoring protocol is applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
11,Austria,0,Europe,High income,Wheat flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
52,Azerbaijan,0,Asia,Upper middle income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
52,Azerbaijan,0,Asia,Upper middle income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
52,Azerbaijan,0,Asia,Upper middle income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
52,Azerbaijan,2003,Asia,Upper middle income,Salt,YES,"President of the Republic of Azerbaijan. 2001 Decree of Republic of Azerbaijan, Prevention of Iodine Deficiency Disorders. Republic of Azerbaijan. January/2003. [http://bit.ly/2tQjBca]","7.1. Salt eaten and used for food should be iodized....8.3. The import, sale and production of non-iodized salt for nutrition and fodder purposes to the territory of the Republic of Azerbaijan shall be prohibited",2003,"President of the Republic of Azerbaijan. 2001 Decree of Republic of Azerbaijan, Prevention of Iodine Deficiency Disorders. Republic of Azerbaijan. January/2003. [http://bit.ly/2tQjBca]",Although the Decree is called the 2001 Decree it was not issued until 2003 and did not become effective until 2003. Article 12.2 Article 8.3 of this Law shall enter into force on 1 January 2003.,2003,,,NO,0,,,All,"7.1. Salt eaten and used for food should be iodized....8.3. The import, sale and production of non-iodized salt for nutrition and fodder purposes to the territory of the Republic of Azerbaijan shall be prohibited",Domestically produced,Imports,,"7.1. Salt eaten and used for food should be iodized....8.3. The import, sale and production of non-iodized salt for nutrition and fodder purposes to the territory of the Republic of Azerbaijan shall be prohibited",Household,Processed food,Animal feed,,"7.1. Salt eaten and used for food should be iodized....8.3. The import, sale and production of non-iodized salt for nutrition and fodder purposes to the territory of the Republic of Azerbaijan shall be prohibited","President of the Republic of Azerbaijan. 2001 Decree of Republic of Azerbaijan, Prevention of Iodine Deficiency Disorders. Republic of Azerbaijan. January/2003. [http://bit.ly/2tQjBca]","President of the Republic of Azerbaijan. 2001 Decree of Republic of Azerbaijan, Prevention of Iodine Deficiency Disorders. Republic of Azerbaijan. January/2003. [http://bit.ly/2tQjBca]",Unknown,"Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]","Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]",Country is salt producing. Hence we assume having an external monitoring protocol is applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
